Darija_Arabe,Arabizi,Anglais
لموشكيلا اقدرو يكونو بزاف ديال جامس.,lmochkila a9dro ykono bzaf dial jams.,The problem could be a lot of things.
لموشكيلا اقدرو يكونو بزاف ديال جامس.,lmochkila aqdro ykono bzaf dial jams.,The problem could be a lot of things.
لموشكيلا اقدرو يكونو بزاف ديال جامس.,lmoshkila aqdro ykono bzaf dial jams.,The problem could be a lot of things.
فيعلان، غاتكون احصان جامس ڭاع !,"f3ilan, ghatkon 7san jams ga3!","Really, it will be amazing!"
فيعلان، غاتكون احصان جامس ڭاع !,"f3ilan, ghatkon hsan jams ga3!","Really, it will be amazing!"
انا ماكنشبهش ليه..,ana makanshbhsh lih..,I don't look like him.
انا ماكنشبهش ليه..,ana makanchbhch lih.,I don't look like him.
انا ماكنشبهش ليه..,ana makanshbhsh lih.,I don't look like him.
واخا،و لمشروبات، اش نديرو فيهوم؟,"wa5a, w lmshrobat, ash ndiro fihom?","Okay, and for the drinks, what should we do with them?"
واخا،و لمشروبات، اش نديرو فيهوم؟,"wa5a, w lmchrobat, ach ndiro fihom?","Okay, and for the drinks, what should we do with them?"
واخا،و لمشروبات، اش نديرو فيهوم؟,"wakha, w lmchrobat, ach ndiro fihom?","Okay, and for the drinks, what should we do with them?"
واخا،و لمشروبات، اش نديرو فيهوم؟,"wakha, w lmshrobat, ash ndiro fihom?","Okay, and for the drinks, what should we do with them?"
نقدرو نديرو سانڭريا.,n9adro ndiro sangria.,We can make sangria.
نقدرو نديرو سانڭريا.,nqadro ndiro sangria.,We can make sangria.
و الا كان لجوو مزيان نقدرو نحتافلو ف جاردا.,w ila kan lجوو mzyan nqadro n7taflo f jarda.,"And if the weather is good, we can celebrate in the garden."
و الا كان لجوو مزيان نقدرو نحتافلو ف جاردا.,w ila kan lجوو mzyan nqadro nhtaflo f jarda.,"And if the weather is good, we can celebrate in the garden."
ايه، هادي فيكرا مازيانا.,"iyyeh, hadi fikra maziana.","Yes, that's a good idea."
دابا صافي خاصنا غير نشوفو دياف لي غايحادرو ونسيفتو لعراضات.,daba safi khasna ghir nchoufo dyaf li ghay7adro w nsifto l3radat.,Now we just need to see the guests who will attend and send the invitations.
دابا صافي خاصنا غير نشوفو دياف لي غايحادرو ونسيفتو لعراضات.,daba safi 5asna ghir nchoufo dyaf li ghay7adro w nsifto l3radat.,Now we just need to see the guests who will attend and send the invitations.
دابا صافي خاصنا غير نشوفو دياف لي غايحادرو ونسيفتو لعراضات.,daba safi 5asna ghir nchoufo dyaf li ghayhadro w nsifto l3radat.,Now we just need to see the guests who will attend and send the invitations.
دابا صافي خاصنا غير نشوفو دياف لي غايحادرو ونسيفتو لعراضات.,daba safi 5asna ghir nshoufo dyaf li ghay7adro w nsifto l3radat.,Now we just need to see the guests who will attend and send the invitations.
دابا صافي خاصنا غير نشوفو دياف لي غايحادرو ونسيفتو لعراضات.,daba safi 5asna ghir nshoufo dyaf li ghayhadro w nsifto l3radat.,Now we just need to see the guests who will attend and send the invitations.
دابا صافي خاصنا غير نشوفو دياف لي غايحادرو ونسيفتو لعراضات.,daba safi khasna ghir nchoufo dyaf li ghayhadro w nsifto l3radat.,Now we just need to see the guests who will attend and send the invitations.
دابا صافي خاصنا غير نشوفو دياف لي غايحادرو ونسيفتو لعراضات.,daba safi khasna ghir nshoufo dyaf li ghay7adro w nsifto l3radat.,Now we just need to see the guests who will attend and send the invitations.
دابا صافي خاصنا غير نشوفو دياف لي غايحادرو ونسيفتو لعراضات.,daba safi khasna ghir nshoufo dyaf li ghayhadro w nsifto l3radat.,Now we just need to see the guests who will attend and send the invitations.
غادي نبدا فداكشي.,ghadi nbda f dakchi.,I will start with that.
غادي نبدا فداكشي.,ghadi nbda f dakshi.,I will start with that.
عاندي اغلابيا ت ناس ف امايل و هادي غاتكون اصراع طاريقا.,3andi aghlabiyat nnas f lemail w hadi ghatkon sra3 taree9a.,"I have most of the people in my family, and this will be a difficult path."
عاندي اغلابيا ت ناس ف امايل و هادي غاتكون اصراع طاريقا.,3andi aghlabiyat nnas f lemail w hadi ghatkon sra3 tareeqa.,"I have most of the people in my family, and this will be a difficult path."
اه,aah,Yes.
غادي ندير امايل.,ghadi ndiir email.,I will send an email.
هادي بدبط هيا لعوتلا لي بغيت.,hadi bdbat hiya l3otla li bghit.,This is exactly what I wanted.
پيسكين، شامش و تا هاجا خرا.,"piskin, chamesh w ta haja khra.","Pesky, nosy, and nothing else."
پيسكين، شامش و تا هاجا خرا.,"piskin, chamech w ta haja 5ra.","Pesky, nosy, and nothing else."
پيسكين، شامش و تا هاجا خرا.,"piskin, chamech w ta haja khra.","Pesky, nosy, and nothing else."
پيسكين، شامش و تا هاجا خرا.,"piskin, chamesh w ta haja 5ra.","Pesky, nosy, and nothing else."
پيسكين، شامش و تا هاجا خرا.,"piskin, shamesh w ta haja 5ra.","Pesky, nosy, and nothing else."
پيسكين، شامش و تا هاجا خرا.,"piskin, shamesh w ta haja khra.","Pesky, nosy, and nothing else."
صافي تاحاجا اخرا؟,safi ta7aja okhra?,Is that all?
صافي تاحاجا اخرا؟,safi ta7aja o5ra?,Is that all?
صافي تاحاجا اخرا؟,safi tahaja o5ra?,Is that all?
صافي تاحاجا اخرا؟,safi tahaja okhra?,Is that all?
حتا شي ريحلا ل مدينا؟,7ta chi rihla l mdina?,No trip to the city?
حتا شي ريحلا ل مدينا؟,7ta shi rihla l mdina?,No trip to the city?
حتا شي ريحلا ل مدينا؟,hta chi rihla l mdina?,No trip to the city?
حتا شي ريحلا ل مدينا؟,hta shi rihla l mdina?,No trip to the city?
نسيت كتاب زوين.,nsite kteb zwin.,I forgot a nice book.
نقدرو نمشيو نديرو تاساوق سيياحي،نشوفو ل اتار لي ف لمدينا!,"n9dro nmshiw ndiro tasaouq siyya7i, nshoufo l atar li f lmdina!",We can go do some tourist shopping and see the landmarks in the city!
نقدرو نمشيو نديرو تاساوق سيياحي،نشوفو ل اتار لي ف لمدينا!,"n9dro nmchiw ndiro tasaouq siyya7i, nchoufo l atar li f lmdina!",We can go do some tourist shopping and see the landmarks in the city!
نقدرو نمشيو نديرو تاساوق سيياحي،نشوفو ل اتار لي ف لمدينا!,"n9dro nmchiw ndiro tasaouq siyyahi, nchoufo l atar li f lmdina!",We can go do some tourist shopping and see the landmarks in the city!
نقدرو نمشيو نديرو تاساوق سيياحي،نشوفو ل اتار لي ف لمدينا!,"n9dro nmshiw ndiro tasaouq siyyahi, nshoufo l atar li f lmdina!",We can go do some tourist shopping and see the landmarks in the city!
نقدرو نمشيو نديرو تاساوق سيياحي،نشوفو ل اتار لي ف لمدينا!,"nqdro nmchiw ndiro tasaouq siyya7i, nchoufo l atar li f lmdina!",We can go do some tourist shopping and see the landmarks in the city!
نقدرو نمشيو نديرو تاساوق سيياحي،نشوفو ل اتار لي ف لمدينا!,"nqdro nmchiw ndiro tasaouq siyyahi, nchoufo l atar li f lmdina!",We can go do some tourist shopping and see the landmarks in the city!
نقدرو نمشيو نديرو تاساوق سيياحي،نشوفو ل اتار لي ف لمدينا!,"nqdro nmshiw ndiro tasaouq siyya7i, nshoufo l atar li f lmdina!",We can go do some tourist shopping and see the landmarks in the city!
نقدرو نمشيو نديرو تاساوق سيياحي،نشوفو ل اتار لي ف لمدينا!,"nqdro nmshiw ndiro tasaouq siyyahi, nshoufo l atar li f lmdina!",We can go do some tourist shopping and see the landmarks in the city!
لمدينا، كانشوفها لعام كامل!,"lmdina, kanshufha l3am kaml!","The city, I see it all year!"
لمدينا، كانشوفها لعام كامل!,"lmdina, kanchufha l3am kaml!","The city, I see it all year!"
والاكين لمدينا هيا لمدينا.,wlakine lmdina hiya lmdina.,But the city is the city.
حنا برا!,7na bra!,We are outside!
حنا برا!,hna bra!,We are outside!
ماشي بحال بحال.,machi b7al b7al.,Not the same.
ماشي بحال بحال.,machi bhal bhal.,Not the same.
ماشي بحال بحال.,mashi b7al b7al.,Not the same.
ماشي بحال بحال.,mashi bhal bhal.,Not the same.
ماشي نفس لهاجا.,machi nafs l7aja.,Not the same thing.
ماشي نفس لهاجا.,machi nafs lhaja.,Not the same thing.
ماشي نفس لهاجا.,mashi nafs l7aja.,Not the same thing.
ماشي نفس لهاجا.,mashi nafs lhaja.,Not the same thing.
غايكون بني جديد نشوفوه، تاماتيل، اتار، ماعاريد تاع لفان.,"ghaykon bni jdyd nshofoh, tamatil, atar, ma3arid ta3 lfan.","There will be a new building to see, tomatoes, ruins, and vineyard fields."
غايكون بني جديد نشوفوه، تاماتيل، اتار، ماعاريد تاع لفان.,"ghaykon bni jdyd nchofoh, tamatil, atar, ma3arid ta3 lfan.","There will be a new building to see, tomatoes, ruins, and vineyard fields."
نتا عاندك معا تاقافا!,nta 3andek m3a ta9afa!,You are cultured!
نتا عاندك معا تاقافا!,nta 3andek m3a taqafa!,You are cultured!
اه، والاكين زوين مارا مارا تڭلص فشي بلاصا ترتاح .,"ah, walakin zwin mara mara tgls fshi blasa trta7.","Ah, but it's nice sometimes to sit somewhere and relax."
اه، والاكين زوين مارا مارا تڭلص فشي بلاصا ترتاح .,"ah, walakin zwin mara mara tgls fchi blasa trta7.","Ah, but it's nice sometimes to sit somewhere and relax."
اه، والاكين زوين مارا مارا تڭلص فشي بلاصا ترتاح .,"ah, walakin zwin mara mara tgls fchi blasa trtah.","Ah, but it's nice sometimes to sit somewhere and relax."
اه، والاكين زوين مارا مارا تڭلص فشي بلاصا ترتاح .,"ah, walakin zwin mara mara tgls fshi blasa trtah.","Ah, but it's nice sometimes to sit somewhere and relax."
والاكين حنا مرتاحين لعام كامل.,walakin 7na merta7in l3am kamel,But we are comfortable all year.
والاكين حنا مرتاحين لعام كامل.,walakin hna mertahin l3am kamel,But we are comfortable all year.
كادووز نهار كامل فدار ڭالص تاتشمش ف جاردا.,kadowwz nhar kaml f dar ghal9 tatshmsh f jarda.,They spent the whole day at home sitting in the garden under the sun.
كادووز نهار كامل فدار ڭالص تاتشمش ف جاردا.,kadowwz nhar kaml f dar ghal9 tatchmch f jarda.,They spent the whole day at home sitting in the garden under the sun.
كادووز نهار كامل فدار ڭالص تاتشمش ف جاردا.,kadowwz nhar kaml f dar ghalq tatchmch f jarda.,They spent the whole day at home sitting in the garden under the sun.
كادووز نهار كامل فدار ڭالص تاتشمش ف جاردا.,kadowwz nhar kaml f dar ghalq tatshmsh f jarda.,They spent the whole day at home sitting in the garden under the sun.
انا بصاح بغيت نخروج شوييا.,ana b9a7 bghit nkhroj chwiyya.,I really want to go out a bit.
انا بصاح بغيت نخروج شوييا.,ana b9a7 bghit n5roj chwiyya.,I really want to go out a bit.
انا بصاح بغيت نخروج شوييا.,ana b9a7 bghit n5roj shwiyya.,I really want to go out a bit.
انا بصاح بغيت نخروج شوييا.,ana b9a7 bghit nkhroj shwiyya.,I really want to go out a bit.
انا بصاح بغيت نخروج شوييا.,ana b9ah bghit n5roj chwiyya.,I really want to go out a bit.
انا بصاح بغيت نخروج شوييا.,ana b9ah bghit n5roj shwiyya.,I really want to go out a bit.
انا بصاح بغيت نخروج شوييا.,ana b9ah bghit nkhroj chwiyya.,I really want to go out a bit.
انا بصاح بغيت نخروج شوييا.,ana b9ah bghit nkhroj shwiyya.,I really want to go out a bit.
انا بصاح بغيت نخروج شوييا.,ana bqa7 bghit n5roj chwiyya.,I really want to go out a bit.
انا بصاح بغيت نخروج شوييا.,ana bqa7 bghit n5roj shwiyya.,I really want to go out a bit.
انا بصاح بغيت نخروج شوييا.,ana bqa7 bghit nkhroj chwiyya.,I really want to go out a bit.
انا بصاح بغيت نخروج شوييا.,ana bqa7 bghit nkhroj shwiyya.,I really want to go out a bit.
انا بصاح بغيت نخروج شوييا.,ana bqah bghit n5roj chwiyya.,I really want to go out a bit.
انا بصاح بغيت نخروج شوييا.,ana bqah bghit n5roj shwiyya.,I really want to go out a bit.
انا بصاح بغيت نخروج شوييا.,ana bqah bghit nkhroj chwiyya.,I really want to go out a bit.
انا بصاح بغيت نخروج شوييا.,ana bqah bghit nkhroj shwiyya.,I really want to go out a bit.
هاد دراري سغار باقي تيلوحو عليا!,had drari sghar baqi kayl7o 3liya!,These little kids keep bothering me!
هاد دراري سغار باقي تيلوحو عليا!,had drari sghar baqi kaylho 3liya!,These little kids keep bothering me!
علاياش تاتهدر؟,3lach tatehder?,What are you talking about?
علاياش تاتهدر؟,3lash tatehder?,What are you talking about?
تقدر تمشي الا بغيتي، ورجع ليا,"t9dar tmchi ila bghiti, w rj3 lia.","You can go if you want, and come back to me."
تقدر تمشي الا بغيتي، ورجع ليا,"t9dar tmshi ila bghiti, w rj3 lia.","You can go if you want, and come back to me."
تقدر تمشي الا بغيتي، ورجع ليا,"tqdar tmchi ila bghiti, w rj3 lia.","You can go if you want, and come back to me."
تقدر تمشي الا بغيتي، ورجع ليا,"tqdar tmshi ila bghiti, w rj3 lia.","You can go if you want, and come back to me."
كايسحاب ليهوم رشان لما علييا راه كايداحك,kayse7ab lihom rchan lma 3liya rah kayda7k,"They think I'm naive, but I'm just pretending."
كايسحاب ليهوم رشان لما علييا راه كايداحك,kayse7ab lihom rshan lma 3liya rah kayda7k,"They think I'm naive, but I'm just pretending."
كايسحاب ليهوم رشان لما علييا راه كايداحك,kaysehab lihom rchan lma 3liya rah kaydahk,"They think I'm naive, but I'm just pretending."
كايسحاب ليهوم رشان لما علييا راه كايداحك,kaysehab lihom rshan lma 3liya rah kaydahk,"They think I'm naive, but I'm just pretending."
ماكانقدرش نقرا منين كايكونو صافحات ساردين,ma kanqdrsh nqra mnin kaykouno saf7at sardine,I can't study when there are sardine cans.
ماكانقدرش نقرا منين كايكونو صافحات ساردين,ma kanqdrch nqra mnin kaykouno saf7at sardine,I can't study when there are sardine cans.
ماكانقدرش نقرا منين كايكونو صافحات ساردين,ma kanqdrch nqra mnin kaykouno safhat sardine,I can't study when there are sardine cans.
ماكانقدرش نقرا منين كايكونو صافحات ساردين,ma kanqdrsh nqra mnin kaykouno safhat sardine,I can't study when there are sardine cans.
مابغيتش ناعيا,mabghitch na3ya,I don't want to.
مابغيتش ناعيا,mabghitsh na3ya,I don't want to.
انا ماغادي لحتا بلاسا,ana maghadi l7ta blasa,I’m not going anywhere.
انا ماغادي لحتا بلاسا,ana maghadi lhta blasa,I’m not going anywhere.
اش بان ليك الا حاتينا روايد ديال ناموسييا ديالك و انا ندافعك فڭاع ناواحي ديال لمادينا, ash ban lik ila 7atina rwaid dial namousiya dialk w ana ndafa3k fga3 nawahi dial lmadina,"What do you think if we take the wheels off your stroller, and I push you around all over the city?"
اش بان ليك الا حاتينا روايد ديال ناموسييا ديالك و انا ندافعك فڭاع ناواحي ديال لمادينا, ach ban lik ila 7atina rwaid dial namousiya dialk w ana ndafa3k fga3 nawahi dial lmadina,"What do you think if we take the wheels off your stroller, and I push you around all over the city?"
اش بان ليك الا حاتينا روايد ديال ناموسييا ديالك و انا ندافعك فڭاع ناواحي ديال لمادينا, ach ban lik ila hatina rwaid dial namousiya dialk w ana ndafa3k fga3 nawahi dial lmadina,"What do you think if we take the wheels off your stroller, and I push you around all over the city?"
اش بان ليك الا حاتينا روايد ديال ناموسييا ديالك و انا ندافعك فڭاع ناواحي ديال لمادينا, ash ban lik ila hatina rwaid dial namousiya dialk w ana ndafa3k fga3 nawahi dial lmadina,"What do you think if we take the wheels off your stroller, and I push you around all over the city?"
واش هادشي مقبول؟,wash hadchi maqboul?,Is this acceptable?
واش هادشي مقبول؟,wach hadchi maqboul?,Is this acceptable?
واش هادشي مقبول؟,wash hadshi maqboul?,Is this acceptable?
غادي يكون بحال كاروسا,ghadi ykoun b7al karousa,It will be like a cart.
غادي يكون بحال كاروسا,ghadi ykoun bhal karousa,It will be like a cart.
و كيفاش غادي نوالي نبان,w kifash ghadi nwali nban,And how will I start to appear?
و كيفاش غادي نوالي نبان,w kifach ghadi nwali nban,And how will I start to appear?
جيب لييا پيسين اخور ف لمادينا,jib liya piscine akhor f lmadina,Bring me another plate in the city.
جيب لييا پيسين اخور ف لمادينا,jib liya piscine a5or f lmadina,Bring me another plate in the city.
قاقدر هير تكا ف شامش و تهادن,qa9der ghir tka f chams w thaden,You can just sit in the sun and relax.
قاقدر هير تكا ف شامش و تهادن,qa9der ghir tka f shams w thaden,You can just sit in the sun and relax.
قاقدر هير تكا ف شامش و تهادن,qaqder ghir tka f chams w thaden,You can just sit in the sun and relax.
قاقدر هير تكا ف شامش و تهادن,qaqder ghir tka f shams w thaden,You can just sit in the sun and relax.
و مازال نقدرو ندورو ف لمادينا ماجموعين!,w mazal nqadro ndoro f lmadina majmou3in!,And we can still roam around our city together!
ماشي عاديل,machi 3adil,Not fair.
ماشي عاديل,mashi 3adil,Not fair.
ماشي معقول,mashi m3qul,Not reasonable.
ماشي معقول,machi m3qul,Not reasonable.
حنا ديما كانديرو داكشي ليكاتبغي,7na dima kandiro dakchi li katbghi,We always do what you like.
حنا ديما كانديرو داكشي ليكاتبغي,7na dima kandiro dakshi li katbghi,We always do what you like.
حنا ديما كانديرو داكشي ليكاتبغي,hna dima kandiro dakchi li katbghi,We always do what you like.
حنا ديما كانديرو داكشي ليكاتبغي,hna dima kandiro dakshi li katbghi,We always do what you like.
غادي نمشيو لمدينا غدا,ghadi nmshiw lmdina ghda,We will go to the city tomorrow.
غادي نمشيو لمدينا غدا,ghadi nmchiw lmdina ghda,We will go to the city tomorrow.
والاكين غدا عامرو ماكايجي,wlakine ghda 3amro makayji,"But tomorrow, he never comes."
واش كاتواعد؟,wash katwa3ed?,Are you dating?
واش كاتواعد؟,wach katwa3ed?,Are you dating?
اه، كانواعدك,"ah, kanwa3dek","Ah, I promise you."
فكر فشي بارناماج.,fkkar fshi barnamaj.,Think of a program.
فكر فشي بارناماج.,fkkar fchi barnamaj.,Think of a program.
دابا تقدر تحات شوييا ديال واقي شامش، عافاك,"daba t9dr t7at chwiyya dial wa9i chamch, 3afak","Now you can put on some sunscreen, please."
دابا تقدر تحات شوييا ديال واقي شامش، عافاك,"daba t9dr t7at shwiyya dial wa9i shamsh, 3afak","Now you can put on some sunscreen, please."
دابا تقدر تحات شوييا ديال واقي شامش، عافاك,"daba t9dr that chwiyya dial wa9i chamch, 3afak","Now you can put on some sunscreen, please."
دابا تقدر تحات شوييا ديال واقي شامش، عافاك,"daba t9dr that shwiyya dial wa9i shamsh, 3afak","Now you can put on some sunscreen, please."
دابا تقدر تحات شوييا ديال واقي شامش، عافاك,"daba tqdr t7at chwiyya dial waqi chamch, 3afak","Now you can put on some sunscreen, please."
دابا تقدر تحات شوييا ديال واقي شامش، عافاك,"daba tqdr t7at shwiyya dial waqi shamsh, 3afak","Now you can put on some sunscreen, please."
دابا تقدر تحات شوييا ديال واقي شامش، عافاك,"daba tqdr that chwiyya dial waqi chamch, 3afak","Now you can put on some sunscreen, please."
دابا تقدر تحات شوييا ديال واقي شامش، عافاك,"daba tqdr that shwiyya dial waqi shamsh, 3afak","Now you can put on some sunscreen, please."
اه نتا ولا انا؟,aah nta wla ana?,Is it you or me?
اهلان لهوصين، كيداير ليوم؟,"ahlan lhoucine, kidayr lyoom?","Hello Lahoucine, how are you today?"
انا شارفا، و ڭاع عدامي كايدروني,"ana sharfa, w ga3 3dami kaydroni","I am old, and all my joints hurt me."
انا شارفا، و ڭاع عدامي كايدروني,"ana charfa, w ga3 3dami kaydroni","I am old, and all my joints hurt me."
واش هدارتي معا لفرمليا و معا تبيب؟,wash hdarti m3a lfermliya w m3a tbib?,Did you talk to the nurse and the doctor?
واش هدارتي معا لفرمليا و معا تبيب؟,wach hdarti m3a lfermliya w m3a tbib?,Did you talk to the nurse and the doctor?
مومكين نعطي شي حاجا باش نخافاف الام ديالك,momkin n3ti chi 7aja bash nkhafaf lom dialek.,Can I give something to ease your mom's pain?
مومكين نعطي شي حاجا باش نخافاف الام ديالك,momkin n3ti chi 7aja bach n5afaf lom dialek.,Can I give something to ease your mom's pain?
مومكين نعطي شي حاجا باش نخافاف الام ديالك,momkin n3ti chi 7aja bach nkhafaf lom dialek.,Can I give something to ease your mom's pain?
مومكين نعطي شي حاجا باش نخافاف الام ديالك,momkin n3ti chi 7aja bash n5afaf lom dialek.,Can I give something to ease your mom's pain?
مومكين نعطي شي حاجا باش نخافاف الام ديالك,momkin n3ti chi haja bach n5afaf lom dialek.,Can I give something to ease your mom's pain?
مومكين نعطي شي حاجا باش نخافاف الام ديالك,momkin n3ti chi haja bach nkhafaf lom dialek.,Can I give something to ease your mom's pain?
مومكين نعطي شي حاجا باش نخافاف الام ديالك,momkin n3ti chi haja bash n5afaf lom dialek.,Can I give something to ease your mom's pain?
مومكين نعطي شي حاجا باش نخافاف الام ديالك,momkin n3ti chi haja bash nkhafaf lom dialek.,Can I give something to ease your mom's pain?
مومكين نعطي شي حاجا باش نخافاف الام ديالك,momkin n3ti shi 7aja bash n5afaf lom dialek.,Can I give something to ease your mom's pain?
مومكين نعطي شي حاجا باش نخافاف الام ديالك,momkin n3ti shi 7aja bash nkhafaf lom dialek.,Can I give something to ease your mom's pain?
مومكين نعطي شي حاجا باش نخافاف الام ديالك,momkin n3ti shi haja bash n5afaf lom dialek.,Can I give something to ease your mom's pain?
مومكين نعطي شي حاجا باش نخافاف الام ديالك,momkin n3ti shi haja bash nkhafaf lom dialek.,Can I give something to ease your mom's pain?
كانفادال كاس كبير ديال شراب شوكران ليك,kanfadhal kas kbir dial shrab shokran lik,"I prefer a big glass of drink, thank you."
كانفادال كاس كبير ديال شراب شوكران ليك,kanfadhal kas kbir dial chrab chokran lik,"I prefer a big glass of drink, thank you."
انا مامتءاكداش طبيب واش موافق عليها، والاكين تاقدر تسولو,"ana mamet2akdash tbib wash mwafq 3liha, walakin ta9dar tswlo.","I'm not sure if the doctor agrees with it, but you can ask him."
انا مامتءاكداش طبيب واش موافق عليها، والاكين تاقدر تسولو,"ana mamet2akdach tbib wach mwafq 3liha, walakin ta9dar tswlo.","I'm not sure if the doctor agrees with it, but you can ask him."
انا مامتءاكداش طبيب واش موافق عليها، والاكين تاقدر تسولو,"ana mamet2akdach tbib wach mwafq 3liha, walakin taqdar tswlo.","I'm not sure if the doctor agrees with it, but you can ask him."
انا مامتءاكداش طبيب واش موافق عليها، والاكين تاقدر تسولو,"ana mamet2akdash tbib wash mwafq 3liha, walakin taqdar tswlo.","I'm not sure if the doctor agrees with it, but you can ask him."
جيت بلحالوا,jyt bl7alwa,I came alone.
جيت بلحالوا,jyt blhalwa,I came alone.
طبيب غاليبان غايڭول 'لا'، داكشي علاش غادي نخرج و نشري قارعا ديال لما و نخزانها,"tbib ghaliban ghaygoul la, dakchi 3lach ghadi nkhrj w nchri 9ar3a dial lma w nkhzanha.","The doctor usually says 'no,' that's why I'm going out to buy a bottle of water and store it."
