Darija (Arabic),Darija (Arabizi),English
عندنا الفلوس الخاصة ب PٌR باش نضموه ، شنو بان ليكم,"3ndna lflous l5assa b pr bach nedmouh, chno ban likom?","We have the budget for PR to organize it, what do you think?"
عندنا الفلوس الخاصة ب PٌR باش نضموه ، شنو بان ليكم,"3ndna lflous l5assa b pr bash nedmouh, shno ban likom?","We have the budget for PR to organize it, what do you think?"
عندنا الفلوس الخاصة ب PٌR باش نضموه ، شنو بان ليكم,"3ndna lflous lkhassa b pr bash nedmouh, shno ban likom?","We have the budget for PR to organize it, what do you think?"
مسل خير كمال,msel khir kamal,"Good evening, Kamal."
مسل خير كمال,msel 5ir kamal,"Good evening, Kamal."
عجباتني بزاف الفكرة ديل الرسائل الإلكرترونية ب دريجة مفكتناش فيها من قبل,3jbatni bzaf lfikra dial rrasa2el l elektroniyat b darija mafkarnach fiha mn 9bl,I really liked the idea of emails in Darija; we hadn't thought of it before.
عجباتني بزاف الفكرة ديل الرسائل الإلكرترونية ب دريجة مفكتناش فيها من قبل,3jbatni bzaf lfikra dial rrasa2el l elektroniyat b darija mafkarnach fiha mn qbl,I really liked the idea of emails in Darija; we hadn't thought of it before.
عجباتني بزاف الفكرة ديل الرسائل الإلكرترونية ب دريجة مفكتناش فيها من قبل,3jbatni bzaf lfikra dial rrasa2el l elektroniyat b darija mafkarnash fiha mn 9bl,I really liked the idea of emails in Darija; we hadn't thought of it before.
عجباتني بزاف الفكرة ديل الرسائل الإلكرترونية ب دريجة مفكتناش فيها من قبل,3jbatni bzaf lfikra dial rrasa2el l elektroniyat b darija mafkarnash fiha mn qbl,I really liked the idea of emails in Darija; we hadn't thought of it before.
ب الخصوص ديال الندوة ، مكاين حتا مشكل و لكن معارفش واش نقدو نديروها ف الجزائر العاصمة,"b lkhousous dial ennadwa, makayn 7ta mochkil walakin ma3arfch wach nqadro ndiroha f ljaza2ir l3asma.","Regarding the conference, there’s no problem, but I’m not sure if we can hold it in Algiers."
ب الخصوص ديال الندوة ، مكاين حتا مشكل و لكن معارفش واش نقدو نديروها ف الجزائر العاصمة,"b l5ousous dial ennadwa, makayn 7ta mochkil walakin ma3arfch wach nqadro ndiroha f ljaza2ir l3asma.","Regarding the conference, there’s no problem, but I’m not sure if we can hold it in Algiers."
ب الخصوص ديال الندوة ، مكاين حتا مشكل و لكن معارفش واش نقدو نديروها ف الجزائر العاصمة,"b l5ousous dial ennadwa, makayn 7ta moshkil walakin ma3arfsh wash nqadro ndiroha f ljaza2ir l3asma.","Regarding the conference, there’s no problem, but I’m not sure if we can hold it in Algiers."
ب الخصوص ديال الندوة ، مكاين حتا مشكل و لكن معارفش واش نقدو نديروها ف الجزائر العاصمة,"b l5ousous dial ennadwa, makayn hta mochkil walakin ma3arfch wach nqadro ndiroha f ljaza2ir l3asma.","Regarding the conference, there’s no problem, but I’m not sure if we can hold it in Algiers."
ب الخصوص ديال الندوة ، مكاين حتا مشكل و لكن معارفش واش نقدو نديروها ف الجزائر العاصمة,"b l5ousous dial ennadwa, makayn hta moshkil walakin ma3arfsh wash nqadro ndiroha f ljaza2ir l3asma.","Regarding the conference, there’s no problem, but I’m not sure if we can hold it in Algiers."
ب الخصوص ديال الندوة ، مكاين حتا مشكل و لكن معارفش واش نقدو نديروها ف الجزائر العاصمة,"b lkhousous dial ennadwa, makayn 7ta moshkil walakin ma3arfsh wash nqadro ndiroha f ljaza2ir l3asma.","Regarding the conference, there’s no problem, but I’m not sure if we can hold it in Algiers."
ب الخصوص ديال الندوة ، مكاين حتا مشكل و لكن معارفش واش نقدو نديروها ف الجزائر العاصمة,"b lkhousous dial ennadwa, makayn hta mochkil walakin ma3arfch wach nqadro ndiroha f ljaza2ir l3asma.","Regarding the conference, there’s no problem, but I’m not sure if we can hold it in Algiers."
ب الخصوص ديال الندوة ، مكاين حتا مشكل و لكن معارفش واش نقدو نديروها ف الجزائر العاصمة,"b lkhousous dial ennadwa, makayn hta moshkil walakin ma3arfsh wash nqadro ndiroha f ljaza2ir l3asma.","Regarding the conference, there’s no problem, but I’m not sure if we can hold it in Algiers."
غدي نشوف فاش نرجع من الإدارة و نقولها ليهم و إلا نضموها ف عنابة و صافي,ghadi nchouf fach narja3 mn lidara w ngoulha lihom w ila nedmoha f 3annaba w safi,"I will see when I return from the office and tell them, or we organize it in Annaba, and that's it."
غدي نشوف فاش نرجع من الإدارة و نقولها ليهم و إلا نضموها ف عنابة و صافي,ghadi nshouf fash narja3 mn lidara w ngoulha lihom w ila nedmoha f 3annaba w safi,"I will see when I return from the office and tell them, or we organize it in Annaba, and that's it."
نخليك علا خير كمال,nkhallik 3la khir kamal,"Goodbye, Kamal."
نخليك علا خير كمال,n5allik 3la 5ir kamal,"Goodbye, Kamal."
تنضن بلي الناس تيجيو ل الجزائر العاصمة و لكن عنابة من الممكن تجيهم بعيدة,tanden blli nnas tijiw l jazair l3assima walakin 3annaba mn lmomkin tjihum b3ida.,"I think people go to Algiers, but Annaba might be far for them."
شوفي شنو تقدي تديريه,chofi chno t9edi tdirih,See what you can do.
شوفي شنو تقدي تديريه,chofi chno tqedi tdirih,See what you can do.
شوفي شنو تقدي تديريه,shofi shno t9edi tdirih,See what you can do.
شوفي شنو تقدي تديريه,shofi shno tqedi tdirih,See what you can do.
وخا تكتبي ب الحروف اللاتينية ومن بعد خاصك تعاودي تكتبيها ب العربية,wakha tktbi b l7orof llatinia w mn b3d khask t3awdi tktbiha b l3arabiya,"Even if you write it in Latin letters, you still need to rewrite it in Arabic."
وخا تكتبي ب الحروف اللاتينية ومن بعد خاصك تعاودي تكتبيها ب العربية,wa5a tktbi b l7orof llatinia w mn b3d 5ask t3awdi tktbiha b l3arabiya,"Even if you write it in Latin letters, you still need to rewrite it in Arabic."
وخا تكتبي ب الحروف اللاتينية ومن بعد خاصك تعاودي تكتبيها ب العربية,wa5a tktbi b lhorof llatinia w mn b3d 5ask t3awdi tktbiha b l3arabiya,"Even if you write it in Latin letters, you still need to rewrite it in Arabic."
وخا تكتبي ب الحروف اللاتينية ومن بعد خاصك تعاودي تكتبيها ب العربية,wakha tktbi b lhorof llatinia w mn b3d khask t3awdi tktbiha b l3arabiya,"Even if you write it in Latin letters, you still need to rewrite it in Arabic."
الله يعطيك الصحة كمال ، نت مهتم بيها,"allah y3tik sa7a kamal, nta mohtam biha.","God bless you with health, Kamal, you care about her."
الله يعطيك الصحة كمال ، نت مهتم بيها,"allah y3tik saha kamal, nta mohtam biha.","God bless you with health, Kamal, you care about her."
شفتت ب عينيك بلي الناس مهتمين بزاف ب هاد الموضوع,shft b 3inik blli nnas mohtmin bzaf b had lmawdo3,You saw with your own eyes that people are very interested in this topic.
شفتت ب عينيك بلي الناس مهتمين بزاف ب هاد الموضوع,chft b 3inik blli nnas mohtmin bzaf b had lmawdo3,You saw with your own eyes that people are very interested in this topic.
معلوم نمشيو ل سنغافور إلا تحركنا ، و نقدو نمشيو بعيد من بعد,"m3lum nmshiw l singafor ila t7rknna, w nqdu nmshiw b3id mn b3d","It's known we go to Singapore only if we move, and we might go further afterward."
معلوم نمشيو ل سنغافور إلا تحركنا ، و نقدو نمشيو بعيد من بعد,"m3lum nmchiw l singafor ila t7rknna, w nqdu nmchiw b3id mn b3d","It's known we go to Singapore only if we move, and we might go further afterward."
معلوم نمشيو ل سنغافور إلا تحركنا ، و نقدو نمشيو بعيد من بعد,"m3lum nmchiw l singafor ila thrknna, w nqdu nmchiw b3id mn b3d","It's known we go to Singapore only if we move, and we might go further afterward."
معلوم نمشيو ل سنغافور إلا تحركنا ، و نقدو نمشيو بعيد من بعد,"m3lum nmshiw l singafor ila thrknna, w nqdu nmshiw b3id mn b3d","It's known we go to Singapore only if we move, and we might go further afterward."
كيف قلت ليكم ف المرة لي فاتت ، نقدو نشرو ف مجلات مهمة,"kif 9lt likom f lmera li fatet, nqdo nshro f majalat mohimma.","As I told you last time, we can publish in important magazines."
كيف قلت ليكم ف المرة لي فاتت ، نقدو نشرو ف مجلات مهمة,"kif 9lt likom f lmera li fatet, nqdo nchro f majalat mohimma.","As I told you last time, we can publish in important magazines."
كيف قلت ليكم ف المرة لي فاتت ، نقدو نشرو ف مجلات مهمة,"kif qlt likom f lmera li fatet, nqdo nchro f majalat mohimma.","As I told you last time, we can publish in important magazines."
كيف قلت ليكم ف المرة لي فاتت ، نقدو نشرو ف مجلات مهمة,"kif qlt likom f lmera li fatet, nqdo nshro f majalat mohimma.","As I told you last time, we can publish in important magazines."
هادي فكرة مزيانة باش تكتب الرسالة ديلك ب دريجة,hadi fikra mzyana bash tkteb rrasala dialek b darija.,This is a good idea to write your message in Darija.
هادي فكرة مزيانة باش تكتب الرسالة ديلك ب دريجة,hadi fikra mzyana bach tkteb rrasala dialek b darija.,This is a good idea to write your message in Darija.
أنا ماعفرش كيفاش مطاحتش ل بالي,ana ma3rfch kifach ma ta7tch l bali.,I don't know how it didn't occur to me.
أنا ماعفرش كيفاش مطاحتش ل بالي,ana ma3rfch kifach ma tahtch l bali.,I don't know how it didn't occur to me.
أنا ماعفرش كيفاش مطاحتش ل بالي,ana ma3rfsh kifash ma ta7tsh l bali.,I don't know how it didn't occur to me.
أنا ماعفرش كيفاش مطاحتش ل بالي,ana ma3rfsh kifash ma tahtsh l bali.,I don't know how it didn't occur to me.
إلى بغيتوا من دابة نبداو نكتب ب دارجة,ila bghitow mn daba nbdaow nktb b darija,"If you want, we can start writing in Darija from now."
راه بدات الهدرة ف سكايب لي ناجح و غدي يجي ب نتيجة إن شاء الله,raha bdat lhdra f skype li naje7 w ghadi yji b natija inchaallah,"The discussion has started on Skype; whoever works hard will achieve results, God willing."
راه بدات الهدرة ف سكايب لي ناجح و غدي يجي ب نتيجة إن شاء الله,raha bdat lhdra f skype li naje7 w ghadi yji b natija inshaallah,"The discussion has started on Skype; whoever works hard will achieve results, God willing."
راه بدات الهدرة ف سكايب لي ناجح و غدي يجي ب نتيجة إن شاء الله,raha bdat lhdra f skype li najeh w ghadi yji b natija inchaallah,"The discussion has started on Skype; whoever works hard will achieve results, God willing."
راه بدات الهدرة ف سكايب لي ناجح و غدي يجي ب نتيجة إن شاء الله,raha bdat lhdra f skype li najeh w ghadi yji b natija inshaallah,"The discussion has started on Skype; whoever works hard will achieve results, God willing."
الفكرة ديال الندوة ف الجزائر العاصمة مزيانة,lfikra dial ennadwa f ljaza2ir l3assima mzyana,The idea of the conference in Algiers is good.
مكرهتش نهدرو بيها,mkrahtch nhdro biha,I wouldn't mind speaking it.
مكرهتش نهدرو بيها,mkrahtsh nhdro biha,I wouldn't mind speaking it.
بقا على خير,b9a 3la khir,Goodbye
بقا على خير,b9a 3la 5ir,Goodbye
بقا على خير,bqa 3la 5ir,Goodbye
بقا على خير,bqa 3la khir,Goodbye
مسا الخير,msa lkhir,Good evening
مسا الخير,msa l5ir,Good evening
كمال ، فاش ترجع ل نانسي ، واش تقد تسيفط لي ب دعوة ديال سطاج ؟,"kamal, fash terja3 l nancy, wash tqdr tsift li b da3wa dial stage?","Kamal, when you return to Nancy, can you send me an internship invitation?"
كمال ، فاش ترجع ل نانسي ، واش تقد تسيفط لي ب دعوة ديال سطاج ؟,"kamal, fach terja3 l nancy, wach tqdr tsift li b da3wa dial stage?","Kamal, when you return to Nancy, can you send me an internship invitation?"
ف الرسائل حط سليمة و كريمة باش يتوجدو,f errasa2il 7et salima w karima bash yitwajdu.,"In the messages, include Salima and Karima so they can prepare."
ف الرسائل حط سليمة و كريمة باش يتوجدو,f errasa2il 7et salima w karima bach yitwajdu.,"In the messages, include Salima and Karima so they can prepare."
ف الرسائل حط سليمة و كريمة باش يتوجدو,f errasa2il het salima w karima bach yitwajdu.,"In the messages, include Salima and Karima so they can prepare."
ف الرسائل حط سليمة و كريمة باش يتوجدو,f errasa2il het salima w karima bash yitwajdu.,"In the messages, include Salima and Karima so they can prepare."
عنداك ، كتستعمل بزاف ديل الكلمات ب الفرنسي ، حتا واحد متيستعمل دو ولكن تاع,"3andak, katesta3mel bzaf dial lkalimat b lfransi, 7ta wa7ed matista3mel do walakin ta3","Be careful, you use a lot of French words, no one uses ""deux"" but ""taع""."
عنداك ، كتستعمل بزاف ديل الكلمات ب الفرنسي ، حتا واحد متيستعمل دو ولكن تاع,"3andak, katesta3mel bzaf dial lkalimat b lfransi, hta wahed matista3mel do walakin ta3","Be careful, you use a lot of French words, no one uses ""deux"" but ""taع""."
رجعت ل الدار غدي سعتاين ، مبقيتش حتى يكمل المؤتمر ، عندي بزاف ديال الخدمة,"rj3t l eddar ghadi sa3tain, mabqitch ykml lmo2tamar, 3ndi bzaf dial lkhdma",I returned home around two hours ago; I didn’t stay until the conference ended because I have a lot of work.
رجعت ل الدار غدي سعتاين ، مبقيتش حتى يكمل المؤتمر ، عندي بزاف ديال الخدمة,"rj3t l eddar ghadi sa3tain, mabqitch ykml lmo2tamar, 3ndi bzaf dial l5dma",I returned home around two hours ago; I didn’t stay until the conference ended because I have a lot of work.
رجعت ل الدار غدي سعتاين ، مبقيتش حتى يكمل المؤتمر ، عندي بزاف ديال الخدمة,"rj3t l eddar ghadi sa3tain, mabqitsh ykml lmo2tamar, 3ndi bzaf dial l5dma",I returned home around two hours ago; I didn’t stay until the conference ended because I have a lot of work.
رجعت ل الدار غدي سعتاين ، مبقيتش حتى يكمل المؤتمر ، عندي بزاف ديال الخدمة,"rj3t l eddar ghadi sa3tain, mabqitsh ykml lmo2tamar, 3ndi bzaf dial lkhdma",I returned home around two hours ago; I didn’t stay until the conference ended because I have a lot of work.
دوزت ربع سوايع قدام لورديناتور حتا تنفاجر راسي,dawezt rb3a swaye3 qdam lordinatour 7ta tnfajer rasi,I spent four hours in front of the computer until my head exploded.
دوزت ربع سوايع قدام لورديناتور حتا تنفاجر راسي,dawezt rb3a swaye3 qdam lordinatour hta tnfajer rasi,I spent four hours in front of the computer until my head exploded.
بغيت نسولكم ، ماشي فضول ولكن باش تكون دوكيمون متنوعة ، قولو لي شنو درتو ف هاد العطلة,"bghit nswlkom, machi fodoul walakin bach tkoun dokimoun mtnaw3a, goulo li chno drto f had l3otla","I want to ask you, not out of curiosity but to make the document diverse, tell me what you did during this vacation."
بغيت نسولكم ، ماشي فضول ولكن باش تكون دوكيمون متنوعة ، قولو لي شنو درتو ف هاد العطلة,"bghit nswlkom, mashi fodoul walakin bash tkoun dokimoun mtnaw3a, goulo li shno drto f had l3otla","I want to ask you, not out of curiosity but to make the document diverse, tell me what you did during this vacation."
شكون يتولى الكتابة ديال الرسائل ديالي ب العربية ؟,shkon ytwella lktaba dial errassa2il diali b l3arabiya?,Who will take care of writing my letters in Arabic?
شكون يتولى الكتابة ديال الرسائل ديالي ب العربية ؟,chkon ytwella lktaba dial errassa2il diali b l3arabiya?,Who will take care of writing my letters in Arabic?
لأول مرة أنا لي تنرد لول,l2awel mara ana li tanred lwel,"For the first time, I am the one who responds first."
كنت مع كريمة ف سكايب و خرجات تنضن بلي الضو مشى عندها,knt m3a karima f skype w kharjat tndn bli ddo mcha 3ndha,"I was with Karima on Skype, and I think the power went out at her place."
كنت مع كريمة ف سكايب و خرجات تنضن بلي الضو مشى عندها,knt m3a karima f skype w 5arjat tndn bli ddo mcha 3ndha,"I was with Karima on Skype, and I think the power went out at her place."
كنت مع كريمة ف سكايب و خرجات تنضن بلي الضو مشى عندها,knt m3a karima f skype w 5arjat tndn bli ddo msha 3ndha,"I was with Karima on Skype, and I think the power went out at her place."
كنت مع كريمة ف سكايب و خرجات تنضن بلي الضو مشى عندها,knt m3a karima f skype w kharjat tndn bli ddo msha 3ndha,"I was with Karima on Skype, and I think the power went out at her place."
الرسائل ديالك أنا نكتبها,errasa2il dyalk ana nktbha,I will write your messages.
أنا ساكنة ف السكرتاريا,ana sakna f sekretaria.,I live in Sekretaria.
و أنا موافقة علاء ود العطلة مكاينش بزاف ولكن كاين الهدرة جنرال ؟,w ana mowaf9a 3la wld l3otla makaynch bzaf walakin kayna lhdra general?,"And I agree, Alaa, there isn't much vacation, but is there general talk?"
و أنا موافقة علاء ود العطلة مكاينش بزاف ولكن كاين الهدرة جنرال ؟,w ana mowaf9a 3la wld l3otla makaynsh bzaf walakin kayna lhdra general?,"And I agree, Alaa, there isn't much vacation, but is there general talk?"
و أنا موافقة علاء ود العطلة مكاينش بزاف ولكن كاين الهدرة جنرال ؟,w ana mowafqa 3la wld l3otla makaynch bzaf walakin kayna lhdra general?,"And I agree, Alaa, there isn't much vacation, but is there general talk?"
و أنا موافقة علاء ود العطلة مكاينش بزاف ولكن كاين الهدرة جنرال ؟,w ana mowafqa 3la wld l3otla makaynsh bzaf walakin kayna lhdra general?,"And I agree, Alaa, there isn't much vacation, but is there general talk?"
صباح الخير كمال,sba7 lkhir kamal,"Good morning, Kamal."
صباح الخير كمال,sba7 l5ir kamal,"Good morning, Kamal."
صباح الخير كمال,sbah l5ir kamal,"Good morning, Kamal."
صباح الخير كمال,sbah lkhir kamal,"Good morning, Kamal."
عرفتي سليمة ، مصوبوش ضو ، من فش تقطع البارح ف ليل ، حتال صباح,"3refti salima, masawbouch ddou, mn fesh ta9ta3 lbare7 f lil, 7ta lsba7.","You know Salima, they didn't fix the electricity when it went out last night until the morning."
عرفتي سليمة ، مصوبوش ضو ، من فش تقطع البارح ف ليل ، حتال صباح,"3refti salima, masawbouch ddou, mn fech ta9ta3 lbare7 f lil, 7ta lsba7.","You know Salima, they didn't fix the electricity when it went out last night until the morning."
عرفتي سليمة ، مصوبوش ضو ، من فش تقطع البارح ف ليل ، حتال صباح,"3refti salima, masawbouch ddou, mn fech ta9ta3 lbareh f lil, hta lsbah.","You know Salima, they didn't fix the electricity when it went out last night until the morning."
عرفتي سليمة ، مصوبوش ضو ، من فش تقطع البارح ف ليل ، حتال صباح,"3refti salima, masawbouch ddou, mn fech taqta3 lbare7 f lil, 7ta lsba7.","You know Salima, they didn't fix the electricity when it went out last night until the morning."
عرفتي سليمة ، مصوبوش ضو ، من فش تقطع البارح ف ليل ، حتال صباح,"3refti salima, masawbouch ddou, mn fech taqta3 lbareh f lil, hta lsbah.","You know Salima, they didn't fix the electricity when it went out last night until the morning."
عرفتي سليمة ، مصوبوش ضو ، من فش تقطع البارح ف ليل ، حتال صباح,"3refti salima, masawbouch ddou, mn fesh ta9ta3 lbareh f lil, hta lsbah.","You know Salima, they didn't fix the electricity when it went out last night until the morning."
عرفتي سليمة ، مصوبوش ضو ، من فش تقطع البارح ف ليل ، حتال صباح,"3refti salima, masawbouch ddou, mn fesh taqta3 lbare7 f lil, 7ta lsba7.","You know Salima, they didn't fix the electricity when it went out last night until the morning."
عرفتي سليمة ، مصوبوش ضو ، من فش تقطع البارح ف ليل ، حتال صباح,"3refti salima, masawbouch ddou, mn fesh taqta3 lbareh f lil, hta lsbah.","You know Salima, they didn't fix the electricity when it went out last night until the morning."
عرفتي سليمة ، مصوبوش ضو ، من فش تقطع البارح ف ليل ، حتال صباح,"3refti salima, masawboush ddou, mn fesh ta9ta3 lbare7 f lil, 7ta lsba7.","You know Salima, they didn't fix the electricity when it went out last night until the morning."
عرفتي سليمة ، مصوبوش ضو ، من فش تقطع البارح ف ليل ، حتال صباح,"3refti salima, masawboush ddou, mn fesh ta9ta3 lbareh f lil, hta lsbah.","You know Salima, they didn't fix the electricity when it went out last night until the morning."
عرفتي سليمة ، مصوبوش ضو ، من فش تقطع البارح ف ليل ، حتال صباح,"3refti salima, masawboush ddou, mn fesh taqta3 lbare7 f lil, 7ta lsba7.","You know Salima, they didn't fix the electricity when it went out last night until the morning."
عرفتي سليمة ، مصوبوش ضو ، من فش تقطع البارح ف ليل ، حتال صباح,"3refti salima, masawboush ddou, mn fesh taqta3 lbareh f lil, hta lsbah.","You know Salima, they didn't fix the electricity when it went out last night until the morning."
شنو نقول ، جانا ناموس ، المهم,"shno ngoul, jana namous, lmohim","What can I say, we got mosquitoes, anyway."
شنو نقول ، جانا ناموس ، المهم,"chno ngoul, jana namous, lmohim","What can I say, we got mosquitoes, anyway."
متقلقش على حساب التنوع ، حنا خدامين عليه,"mat9ala9ch 3la 7sab ettanawwo3, 7na khddamin 3lih.","Don't worry about diversity, we're working on it."
متقلقش على حساب التنوع ، حنا خدامين عليه,"mat9ala9ch 3la 7sab ettanawwo3, 7na 5ddamin 3lih.","Don't worry about diversity, we're working on it."
متقلقش على حساب التنوع ، حنا خدامين عليه,"mat9ala9ch 3la hsab ettanawwo3, hna 5ddamin 3lih.","Don't worry about diversity, we're working on it."
متقلقش على حساب التنوع ، حنا خدامين عليه,"mat9ala9ch 3la hsab ettanawwo3, hna khddamin 3lih.","Don't worry about diversity, we're working on it."
متقلقش على حساب التنوع ، حنا خدامين عليه,"mat9ala9sh 3la 7sab ettanawwo3, 7na 5ddamin 3lih.","Don't worry about diversity, we're working on it."
متقلقش على حساب التنوع ، حنا خدامين عليه,"mat9ala9sh 3la 7sab ettanawwo3, 7na khddamin 3lih.","Don't worry about diversity, we're working on it."
متقلقش على حساب التنوع ، حنا خدامين عليه,"mat9ala9sh 3la hsab ettanawwo3, hna 5ddamin 3lih.","Don't worry about diversity, we're working on it."
متقلقش على حساب التنوع ، حنا خدامين عليه,"mat9ala9sh 3la hsab ettanawwo3, hna khddamin 3lih.","Don't worry about diversity, we're working on it."
متقلقش على حساب التنوع ، حنا خدامين عليه,"matqalaqch 3la 7sab ettanawwo3, 7na 5ddamin 3lih.","Don't worry about diversity, we're working on it."
متقلقش على حساب التنوع ، حنا خدامين عليه,"matqalaqch 3la 7sab ettanawwo3, 7na khddamin 3lih.","Don't worry about diversity, we're working on it."
متقلقش على حساب التنوع ، حنا خدامين عليه,"matqalaqch 3la hsab ettanawwo3, hna 5ddamin 3lih.","Don't worry about diversity, we're working on it."
متقلقش على حساب التنوع ، حنا خدامين عليه,"matqalaqch 3la hsab ettanawwo3, hna khddamin 3lih.","Don't worry about diversity, we're working on it."
متقلقش على حساب التنوع ، حنا خدامين عليه,"matqalaqsh 3la 7sab ettanawwo3, 7na 5ddamin 3lih.","Don't worry about diversity, we're working on it."
متقلقش على حساب التنوع ، حنا خدامين عليه,"matqalaqsh 3la 7sab ettanawwo3, 7na khddamin 3lih.","Don't worry about diversity, we're working on it."
متقلقش على حساب التنوع ، حنا خدامين عليه,"matqalaqsh 3la hsab ettanawwo3, hna 5ddamin 3lih.","Don't worry about diversity, we're working on it."
متقلقش على حساب التنوع ، حنا خدامين عليه,"matqalaqsh 3la hsab ettanawwo3, hna khddamin 3lih.","Don't worry about diversity, we're working on it."
ل هاد الساعة هدرنا ف كلشي ، حتى السياسة,"l had sa3a hderna f kolchi, 7ta essyasa.","For now, we talked about everything, even politics."
ل هاد الساعة هدرنا ف كلشي ، حتى السياسة,"l had sa3a hderna f kolchi, hta essyasa.","For now, we talked about everything, even politics."
ل هاد الساعة هدرنا ف كلشي ، حتى السياسة,"l had sa3a hderna f kolshi, 7ta essyasa.","For now, we talked about everything, even politics."
ل هاد الساعة هدرنا ف كلشي ، حتى السياسة,"l had sa3a hderna f kolshi, hta essyasa.","For now, we talked about everything, even politics."
البارح بديت تنكتب الرسائل ديالك بالعربية,lbare7 bdit tanekteb errasa2il dialk b l3arabiya,"Yesterday, I started writing your messages in Arabic."
البارح بديت تنكتب الرسائل ديالك بالعربية,lbareh bdit tanekteb errasa2il dialk b l3arabiya,"Yesterday, I started writing your messages in Arabic."
تنضن بلي خصنا نكتبو ، سليمة ب الجزائرية و كريمة ب العنابي,"tanden blli khsna nktbo, salima b ljaza2iriya w karima b l3anabi","I think we should write, Salima in Algerian and Karima in Annabi."
تنضن بلي خصنا نكتبو ، سليمة ب الجزائرية و كريمة ب العنابي,"tanden blli 5sna nktbo, salima b ljaza2iriya w karima b l3anabi","I think we should write, Salima in Algerian and Karima in Annabi."
حتى أنا ، تندير نفس الحاجة مع صاحبتي ف فيسبوك,"7ta ana, tandir nafs l7aja m3a sa7bti f facebook","Me too, I do the same thing with my friend on Facebook."
حتى أنا ، تندير نفس الحاجة مع صاحبتي ف فيسبوك,"hta ana, tandir nafs lhaja m3a sahbti f facebook","Me too, I do the same thing with my friend on Facebook."
كل نهار تنتسلو تقريبا ساعة و تنهدرو مع بعضياتنا,kol nhar tantaslo tqriban sa3a w tanhdro m3a b3diyatna,"Every day, we spend about an hour chatting with each other."
